ImgPath,Caption
/home/final_dataset/real/Scene/LSUN_tower/image_03980.png,"A towering structure in the center of the scene, with a spire at its peak. The tower is lit up, casting a warm orange glow on its surroundings. The layout appears to be that of a skyscraper, with smaller buildings surrounding it on all sides. The colors are predominantly orange and black, with some blue in the sky. The lighting is primarily artificial, creating a distinct atmosphere."
/home/final_dataset/real/Scene/LSUN_tower/image_08478.png,"A towering structure, likely a clock tower, stands in the center of the scene. The tower is made of grey stone and features a spire at its peak. Surrounding the tower are various buildings of different heights and colors, including a few red-roofed structures. The sky above is a mix of blue and orange, with the sun setting on the right side of the scene, casting a warm glow over everything."
/home/final_dataset/real/Scene/LSUN_tower/image_02126.png,"A tall tower stands against a blue sky, adorned with a clock at its center and a bell housed at the top. The tower is made of brick and features a domed roof with a spire at the very top. Balconies and terraces are built into the tower, adding to its grandeur. The colors of the tower are earthy tones, with accents of gold and brown. The sunlight catches the tower just right, casting a warm glow on the structure."
/home/final_dataset/real/Scene/LSUN_tower/image_11756.png,"A towering structure, possibly a clock tower, stands tall in the middle of a city. The tower is made of grey stone and features a spire at the top. The surrounding area is filled with buildings of various heights and architectural styles. The sky is blue with white clouds, casting a warm and inviting light on the scene."
/home/final_dataset/real/Scene/LSUN_tower/image_00314.png,"A towering structure of Eiffel Tower stands tall against a blue sky with white clouds. The tower is a masterpiece of engineering and architecture, with its intricate metal framework and graceful curves. The colors of the tower are a mix of grey and brown, with the top section featuring the French flag colors of blue, white, and red. The lighting of the tower is soft and warm, casting a gentle glow on the structure and surrounding area."
/home/final_dataset/real/Scene/LSUN_tower/image_07936.png,"A towering skyscraper looms over the city, its glass facade reflecting the surrounding buildings. The tower stands out against the blue sky, casting a shadow on the trees below."
/home/final_dataset/real/Scene/LSUN_tower/image_10112.png,"A clock tower stands tall with a green roof, surrounded by a city skyline. The clock is large and white, with black roman numerals. The tower is made of stone and stands out against the blue sky."
/home/final_dataset/real/Scene/LSUN_tower/image_01000.png,"A towering skyscraper stands tall in the city skyline, its glass facade reflecting the vibrant colors of the day. The building is designed with a modern aesthetic, featuring sharp angles and clean lines. The top of the tower is dominated by a sleek spire that pierces the sky. The base of the tower is wider than the top, gradually reducing in size as it rises. The colors of the building are a mix of green and white, giving it a unique and modern look. The lighting of the building enhances its architectural features, creating a stunning visual effect."
/home/final_dataset/real/Scene/LSUN_tower/image_05330.png,"A towering structure, likely a tower, stands in the center of the scene. It is made of metal and stands out against the blue sky. The tower is located in a city, surrounded by trees and buildings. The colors of the tower are brown and black, and it is lit up, casting a warm glow on its surroundings."
/home/final_dataset/real/Scene/LSUN_tower/image_03055.png,"A silhouette of a tower bridge spans across a river, with a cloudy sky above. The bridge's two towers are connected by a series of arches, casting a shadow on the water below. The scene is in black and white, giving it a vintage feel."
/home/final_dataset/real/Scene/LSUN_tower/image_06894.png,"A towering skyscraper stands in the middle of a bustling city, its glass facade reflecting the surrounding lights. The building is a modern marvel, its sleek lines and geometric shape making it a striking landmark. The top floors are reserved for commercial use, while the lower floors house offices and residential apartments. The lighting at night illuminates the tower, casting a warm glow over the city below."
