ImgPath,Caption
/home/final_dataset/real/Scene/LSUN_restaurant/image_06281.png,"The image depicts a dimly lit restaurant with wooden tables and chairs, set for a meal. The walls are painted red, and the floor is made of wood. The tables are neatly arranged with plates, cutlery, and glasses. The chairs are brown and placed around the tables. The lighting is low, creating a cozy atmosphere."
/home/final_dataset/real/Scene/LSUN_restaurant/image_11449.png,"The restaurant scene features a cozy layout with wooden tables and chairs, warm lighting, and a rustic color palette. The walls are adorned with artwork and vintage skis, adding a unique touch to the space. The tables are set with fine china and elegant glassware, and the air is filled with the aroma of freshly cooked food."
/home/final_dataset/real/Scene/LSUN_restaurant/image_09378.png,"The image depicts a restaurant scene with a white and black checkered tablecloth on a dining table. The table is surrounded by chairs and potted plants, adding a touch of greenery to the space. The restaurant is dimly lit, creating a cozy atmosphere. The colors are predominantly white and black, with accents of green from the plants. The lighting is soft and warm, casting a pleasant glow over the entire space."
/home/final_dataset/real/Scene/LSUN_restaurant/image_03787.png,"A restaurant scene with a wooden table in the foreground, topped with a basket of tortilla chips, a margarita glass, and two small bowls of guacamole and salsa. The background features a dining table with a woman in a black top and another person's arm. The lighting is warm and the colors are vibrant, with a hint of lime green from the margarita glass."
/home/final_dataset/real/Scene/LSUN_restaurant/image_12148.png,"The restaurant scene features a large, golden logo on the wall, which reads ""5th Element"". The space is dimly lit, with warm lighting coming from several small lamps. The tables are arranged in a semi-circle, with chairs on both sides. The chairs are red and comfortable, and there are several couches in the background. The walls are a deep yellow color, and the floor is tiled with a pattern of black and white squares. The overall atmosphere is cozy and inviting."
/home/final_dataset/real/Scene/LSUN_restaurant/image_02014.png,"A restaurant scene with a tall tree in the middle of the room, wrapped in fairy lights. The tables are set with white tablecloths, fine china, and silverware. The room is dimly lit with candles and warm lighting. The walls are a warm earthy color, and there are wine racks lining the walls."
/home/final_dataset/real/Scene/LSUN_restaurant/image_09612.png,"The image depicts a cozy restaurant with a black and white color scheme. The tables are neatly set with wine glasses, plates, and cutlery. The chairs are black and have white tablecloths. The lighting is dim, creating a warm ambiance. The walls are adorned with artwork, and there is a fireplace in the corner, adding to the inviting atmosphere."
/home/final_dataset/real/Scene/LSUN_restaurant/image_03232.png,"The restaurant scene features a large vase with branches and red flowers as a centerpiece, surrounded by multiple dining tables and chairs. The tables are set with white tablecloths, red plates, and wine glasses. The room is dimly lit with red lanterns hanging from the ceiling, creating a cozy atmosphere."
/home/final_dataset/real/Scene/LSUN_restaurant/image_08180.png,"The restaurant features blue and white chairs arranged around dining tables, giving the space a clean and crisp look. The layout is spacious, with large windows letting in plenty of natural light. The colors are predominantly blue and white, with a blue and white clock on the wall adding a touch of color. The lighting is bright, with fluorescent lights illuminating the space."
/home/final_dataset/real/Scene/LSUN_restaurant/image_01424.png,"A dimly lit restaurant with tables set for dinner service. The walls are a deep yellow and the ceiling features ornate white trim. There are two large crystal chandeliers hanging from the ceiling and a fireplace in the back wall. The tables are set with white tablecloths, fine china, and silverware. The chairs are made of dark wood and upholstered in a deep red fabric. The overall atmosphere is elegant and cozy."
/home/final_dataset/real/Scene/LSUN_restaurant/image_02085.png,"The restaurant features a curved bar with a silver top, surrounded by wooden stools. The walls are painted teal, and there's a large window that lets in natural light. The restaurant is filled with various tables, chairs, and a few potted plants that add a touch of greenery. The layout is open and spacious, with a cozy atmosphere. The lighting is dim, creating a warm ambiance."
/home/final_dataset/real/Scene/LSUN_restaurant/image_10136.png,"The image depicts a well-lit, spacious restaurant with a warm color palette. The tables are set with white tablecloths, chairs, wine glasses, and silverware. The layout is spacious and inviting, with a fireplace in the corner adding to the cozy atmosphere. The restaurant is clean and ready for customers to enjoy their meals."
/home/final_dataset/real/Scene/LSUN_restaurant/image_08764.png,"A long wooden dining table is set with wine glasses, bottles, and cutlery. It is surrounded by eight chairs, some with red cushions, and a few potted plants. The room is filled with natural light and features a thatched roof and a wooden floor."
/home/final_dataset/real/Scene/LSUN_restaurant/image_11350.png,The interior of a restaurant with a bar area featuring blonde wood floors and a blonde wood bar lined with stools. The bar has pendant lights hanging above it and a mirror behind it. There are bottles displayed on shelves on the left side of the bar. The restaurant has a modern design with blonde wood furniture and white walls. The lighting is warm and inviting.
/home/final_dataset/real/Scene/LSUN_restaurant/image_04772.png,"The image depicts a dimly-lit, rustic restaurant with wooden ceilings and floors. The tables are set with plates, silverware, and wine glasses. The chairs are red and comfortable. The lighting is warm and inviting, with several lamps illuminating the space. The overall color scheme is earthy, with accents of red and brown."
/home/final_dataset/real/Scene/LSUN_restaurant/image_06486.png,"A cozy restaurant with a red carpet, tables, chairs, and a bar. The walls are adorned with yellow flowers. The lighting is dim, creating a warm ambiance. The layout is spacious, with a variety of seating options."
