ImgPath,Caption
/home/celeba_hq/train/female/113099.jpg,"A woman with long, dark hair, brown eyes, and a warm smile. Her nose is straight and her lips are full, with a natural pink hue. Her skin is smooth and her eyebrows are arched."
/home/celeba_hq/train/female/064941.jpg,"A woman with brown eyes, a nose, a mouth, and ears, smiling with brown hair and wearing a necklace."
/home/celeba_hq/train/female/123067.jpg,"A close-up of a woman with blonde hair, bangs, and a wide smile. Her eyes are blue, her eyebrows are arched, her nose is straight, her lips are full, and her teeth are white."
/home/celeba_hq/train/female/081344.jpg,"A woman with long, light brown hair, brown eyes, and fair skin. Her lips are pink and her nose is straight. She has a slight frown and her eyebrows are arched."
/home/celeba_hq/train/female/076477.jpg,"A woman with blonde hair, blue eyes, and full lips smiles at the camera. Her hair is curled and her skin is smooth."
/home/celeba_hq/train/female/148742.jpg,"A woman with blonde hair, blue eyes, and a slight smile. Her nose is straight and her lips are full. Her eyebrows are arched and her skin is smooth."
/home/celeba_hq/train/female/126276.jpg,"A close up of a woman's face with blonde hair, blue eyes, and full lips."
/home/celeba_hq/train/female/182262.jpg,"A woman with dark hair tied in a bun, blue eyes, and a headband smiles at the camera."
/home/celeba_hq/train/female/138965.jpg,"Close-up of a blonde woman with a smoky eye, full lips, and hoop earrings."
/home/celeba_hq/train/female/195605.jpg,"A smiling woman with dark hair, brown eyes, and a white smile."
/home/celeba_hq/train/female/027465.jpg,"A woman with dark hair, blue eyes, and fair skin. Her eyebrows are arched and her eyelashes are long. Her lips are pink and her teeth are white. Her nose is straight and her skin is smooth. Her hair is pulled back and she is smiling."
/home/celeba_hq/train/female/128090.jpg,A close up of a blonde woman's face.
/home/celeba_hq/train/female/148928.jpg,A headshot of a young woman with blonde hair and blue eyes. She has a slight smile and her hair is styled in a wavy bob.
/home/celeba_hq/train/female/057576.jpg,"A woman with white hair, blue eyes, and a nose ring."
/home/celeba_hq/train/female/000239.jpg,"A close up of a woman's face with blonde hair and a short haircut. She has a slight smile, blue eyes, and fair skin. Her nose is straight and her lips are full. Her ears are small and she has a crease above her upper lip."
/home/celeba_hq/train/female/162500.jpg,"A woman with blonde hair and sunglasses, smiling and holding her sunglasses on top of her head."
/home/celeba_hq/train/female/183668.jpg,"A woman with brown eyes, a brown hair ponytail, and fair skin with a slight tan. Her hair is pulled back and she is smiling."
/home/celeba_hq/val/female/108361.jpg,"A woman with brown eyes, fair skin, and a neutral expression. Her hair is pulled back."
/home/celeba_hq/train/female/160867.jpg,"A woman with short white hair, blue eyes, and fair skin."
/home/celeba_hq/train/female/049379.jpg,"A young woman with blue eyes, a straight nose, and full lips. Her eyebrows are arched and her skin is smooth. Her hair is brown and pulled back."
/home/celeba_hq/val/female/065509.jpg,"A woman with dark hair, red lipstick, and earrings."
/home/celeba_hq/train/female/063660.jpg,"A close up of a woman with red hair, blue eyes, and fair skin. She is smiling and has green eyelashes and auburn lipstick."
/home/celeba_hq/val/female/157971.jpg,"A woman with brown eyes, a straight nose, and a smiling mouth with white teeth. She has a white headband on her head and her hair is tied in a bun."
/home/celeba_hq/train/female/163112.jpg,"A woman with dark hair, smoky eye makeup, and a gold necklace."
/home/celeba_hq/train/female/151084.jpg,"A woman with blonde hair and blue eyes, wearing a black top. Her nose is straight and her mouth is slightly open, showing pink lips and white teeth. Her eyes are open and she has a slight frown. Her hair is blonde and wavy, falling just past her shoulders."
/home/celeba_hq/train/female/125853.jpg,"A young woman with long, dark hair, brown eyes, and a small smile. Her nose is straight and her lips are slightly parted. Her skin is smooth and her eyebrows are arched."
/home/celeba_hq/train/female/158854.jpg,"A woman with long brown hair, blue eyes, and a smoky eye makeup look."
/home/celeba_hq/train/female/104866.jpg,"A young woman with dark hair, brown eyes, and a wide smile. Her nose is straight and her lips are full. Her skin is smooth and her hair is shiny."
/home/celeba_hq/train/female/059731.jpg,"A woman with blonde hair, brown eyes, and a slightly lined lip."
/home/celeba_hq/train/female/018396.jpg,"A woman with brown eyes and brown hair, styled in a straight fringe."
/home/celeba_hq/train/female/202071.jpg,"A woman with brown eyes, brown hair, and fair skin. Her nose is straight and her mouth is slightly open, showing pink lips and white teeth. She has her hands folded under her chin and is looking at the camera."
/home/celeba_hq/train/female/081847.jpg,"Close-up of a woman with brown eyes, brown hair, and a neutral expression."
/home/celeba_hq/train/female/175538.jpg,"An older woman with short, light brown hair, red lipstick, and pearl earrings. Her eyes are a light green, and she has a slight frown."
/home/celeba_hq/train/female/029614.jpg,"A woman with green eyes, straight brown hair, and a neutral expression. Her lips are slightly parted and her nose is straight. Her ears are small and her forehead is broad."
/home/celeba_hq/train/female/107893.jpg,"Close-up of a smiling woman with brown eyes, straight brown hair, and a fair complexion."
/home/celeba_hq/train/female/027947.jpg,"A woman with blonde hair, blue eyes, and a gap-toothed smile."
/home/celeba_hq/val/female/141977.jpg,"A woman with long, dark hair and brown eyes. Her skin is smooth and pink, with a slight smile on her lips. Her nose is straight and her eyebrows are arched. Her hair is long and wavy."
/home/celeba_hq/train/female/058239.jpg,A woman with dark hair and green eyes.
/home/celeba_hq/train/female/043456.jpg,"A woman with red hair and blue eyes, smiling with her head tilted to the side. Her hair is pulled back and she has a braid on one side. Her nose is straight and her mouth is slightly open with white teeth. Her eyes are blue with long black lashes. Her skin is smooth and has a pink tinge."
/home/celeba_hq/train/female/165815.jpg,"A woman with dark brown hair, brown eyes, and a medium-sized nose. Her mouth is slightly open, revealing her teeth and gums. Her expression is one of surprise or mild alarm."
/home/celeba_hq/val/female/050227.jpg,"A close-up of a woman with short blonde hair, blue eyes, and a slight smile. She has a round face with a small nose and full, expressive eyes. Her skin is smooth and fair, with a few wrinkles around her eyes. Her hair is styled in a short, spiky style."
/home/celeba_hq/train/female/180329.jpg,"A woman with brown hair, green eyes, and freckles on her face. She is smiling and has a slight wrinkle above her nose."
/home/celeba_hq/train/female/078771.jpg,"A woman with dark hair, brown eyes, and a slight smile. Her nose is straight and her lips are full. Her skin is smooth and her ears are pierced."
/home/celeba_hq/train/female/150604.jpg,"A woman with dark hair and brown eyes, smiling with her head tilted to the side. Her skin is smooth and her hair is shiny."
/home/celeba_hq/train/female/006456.jpg,"A woman with white hair, dark eyes, and a wide smile."
/home/celeba_hq/val/female/112996.jpg,"A woman with brown eyes, brown hair, and a smile."
/home/celeba_hq/train/female/007347.jpg,"A woman with blonde hair and green eyes, her hand under her chin, her lips a deep red."
/home/celeba_hq/train/female/066130.jpg,A woman with blonde hair and a smiling expression.
/home/celeba_hq/train/female/181539.jpg,"A woman with blonde hair and brown eyes, wearing pink lipstick. Her nose is slightly crooked and she has a small mole above her lip. Her eyebrows are arched and her lips are full."
/home/celeba_hq/train/female/189937.jpg,"Close-up of a young woman with blonde hair, brown eyes, and pink lipstick. Her hair is wavy and shoulder-length."
/home/celeba_hq/train/female/122525.jpg,"A woman with long, light brown hair, brown eyes, fair skin, and a slight smile. Her nose is straight and her lips are full. Her hair is wavy and falls just past her shoulders."
/home/celeba_hq/train/female/154451.jpg,"A woman with brown eyes, brown hair, and a big smile."
/home/celeba_hq/train/female/152794.jpg,"A woman with blonde hair, blue eyes, and fair skin, smiling with her eyes closed."
/home/celeba_hq/train/female/193127.jpg,"A woman with brown hair, blue eyes, and fair skin. She has a slight smile, her teeth are white, and her lips are pink. Her eyebrows are arched and her nose is straight. Her ears have small, round earrings."
/home/celeba_hq/train/female/188378.jpg,Close-up of a blonde woman with blue lipstick and a nose ring.
/home/celeba_hq/train/female/028299.jpg,A woman with blonde hair and blue eyes looks directly at the camera. Her skin is smooth and her lips are slightly parted. Her nose is straight and her ears are pierced. Her eyes are a mix of blue and grey.
/home/celeba_hq/train/female/089865.jpg,"A woman with long, dark hair and brown eyes looks directly at the camera. Her lips are slightly parted, and she has a slight frown. Her skin is smooth and has a warm, healthy glow."
/home/celeba_hq/val/female/099182.jpg,"A woman with long, dark hair, blue eyes, and fair skin. Her eyebrows are arched and her lips are full. Her nose is straight and her skin is smooth. She is wearing a blue dress."
/home/celeba_hq/train/female/104115.jpg,"A woman with blonde hair, blue eyes, and a gap-toothed smile."
/home/celeba_hq/val/female/082644.jpg,"A woman with dark hair and red lipstick is pointing to her face. Her eyes are brown, her nose is small, her lips are red and her cheeks are rosy. Her skin is smooth and her hair is long and black."
/home/celeba_hq/train/female/143754.jpg,"A woman with red hair and red lipstick, her head resting on her hand. She is wearing a gold ring and earrings."
/home/celeba_hq/train/female/064025.jpg,"A woman with dark brown hair and hoop earrings, her face is tilted slightly to the side with a slight smile, her eyes are a mix of brown and green, and her nose is straight."
/home/celeba_hq/train/female/180320.jpg,"A woman with blonde hair, blue eyes, and fair skin. She has a slight smile, full lips, and a straight nose. Her eyebrows are slightly arched and her ears are pierced."
/home/celeba_hq/train/female/032310.jpg,"A woman with blonde hair, blue eyes, and fair skin. She has a slight smile and her eyes are focused on the camera."
/home/celeba_hq/train/female/031783.jpg,"A close-up of a person with blonde hair and a black necklace. They have dark eyes, a straight nose, and thin lips. Their ears are slightly puffy."
